tag,region,model,horizon,mae_mean,mae_std
PCS,TOWN SQUARE,RF,18,3.1118833500464373,1.952129652016799
PCS,TOWN SQUARE,RF,22,3.2281682481115723,2.0013257764452397
PCS,TOWN SQUARE,RF,26,3.5282279630029842,2.5886813265177477
PCS,TOWN SQUARE,RF,30,3.8043607346014,3.217705739545021
PCS,TOWN SQUARE,RF,34,4.5281303725024555,3.877540110640116
PCS,DownTown Dubai,RF,2,2.4944627919858298,1.136363873343325
PCS,DownTown Dubai,RF,6,3.824242781314607,2.0441225985978813
PCS,DownTown Dubai,RF,10,3.8994580187822345,2.7913460956704843
PCS,DownTown Dubai,RF,14,3.8603221221685033,2.762409249927747
PCS,DownTown Dubai,RF,18,3.80247896199311,1.942659690526651
PCS,DownTown Dubai,RF,22,4.146989382437226,2.186591183411019
PCS,DownTown Dubai,RF,26,4.947501000002879,2.9164290720447172
PCS,DownTown Dubai,RF,30,5.182762537099368,3.4252851572787195
PCS,DownTown Dubai,RF,34,5.085652728719183,3.762669596611922
PCS,Dubai Creek Harbour,RF,2,0.779315501584216,0.6719926292235794
PCS,Dubai Creek Harbour,RF,6,1.0963172901191722,0.8936959146053041
PCS,Dubai Creek Harbour,RF,10,1.163234973582015,0.795029069044568
PCS,Dubai Creek Harbour,RF,14,1.225253494404013,0.663952051566267
PCS,Dubai Creek Harbour,RF,18,1.243671319429661,0.9684160271915784
PCS,Dubai Creek Harbour,RF,22,1.3360683730008829,0.770059022686704
PCS,Dubai Creek Harbour,RF,26,1.2912486950795705,0.7862266531537868
PCS,Dubai Creek Harbour,RF,30,1.392542115227314,0.9963114480916198
PCS,Dubai Creek Harbour,RF,34,1.4613095662992386,0.9284576316633484
PCS,Dubai Marina,RF,2,3.5694198191550726,2.159423327451287
PCS,Dubai Marina,RF,6,4.03035738959401,2.915709993589723
PCS,Dubai Marina,RF,10,4.8230657562609505,2.485561462892428
